"source","evaluator","dataset","datapoint","smm_consistency","atc_coalition","atc_spd","atc_fdp","atc_green","atc_scholz","atc_lindner","atc_habeck","smm_coalition","smm_spd","smm_fdp","smm_green","smm_scholz","smm_lindner","smm_habeck","comment","datapoint_new"
"heval3","Hannah","articles_newspapers_processed.json","14","1","-1","NONE","NONE","NONE","0","NONE","NONE","0","NONE","NONE","NONE","0","NONE","NONE","doesnt really deal with coalition breakdown","articles_newspapers_processed.json_14"
"heval3","Hannah","newspaper_D-Day_processed.json","80","1","0","0","-1","NONE","NONE","0","NONE","0","0","-1","NONE","NONE","0","NONE",,"newspaper_D-Day_processed.json_80"
"heval3","Hannah","newspaper_D-Day_processed.json","102","0","0","NONE","-1","NONE","NONE","0","NONE","0","NONE","-1","NONE","NONE","0","NONE","Aussage von Lindner über Buschmann wird vertauscht","newspaper_D-Day_processed.json_102"
"heval3","Hannah","newspaper_ampel-aus_201-300_processed.json","70","1","0","NONE","-1","0","NONE","NONE","NONE","NONE","NONE","0","0","NONE","NONE","NONE","deals mostly w/ different topic","newspaper_ampel-aus_201-300_processed.json_70"
"heval3","Hannah","newspaper_ampel-aus_0-200_processed.json","31","1","-1","-1","-1","NONE","0","0","NONE","-1","-1","-1","NONE","0","0","NONE","FDP could be classified both -1 or 0","newspaper_ampel-aus_0-200_processed.json_31"
"heval3","Hannah","newspaper_ampel-aus_201-300_processed.json","77","1","-1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_201-300_processed.json_77"
"heval3","Hannah","newspaper_ampel-aus_300-400_processed.json","96","1","0","0","0","0","0","-1","0","0","0","0","0","0","0","0",,"newspaper_ampel-aus_300-400_processed.json_96"
"heval3","Monika","newspaper_ampel-aus_0-200_processed.json","24","0","-1","NONE","NONE","1","0","0","1",,"NONE","NONE","1","NONE","NONE","1",,"newspaper_ampel-aus_0-200_processed.json_24"
"heval3","Monika","newspaper_koalitionskrise_52_processed.json","36",,"-1","0","-1","0","0","-1","0","0","0","0","0","0","0","0",,"newspaper_koalitionskrise_52_processed.json_36"
"heval3","Monika","newspaper_ampel-aus_300-400_processed.json","60","0","-1","1","-1","0","1","-1","1","0","0","NONE","0","0","NONE","NONE",,"newspaper_ampel-aus_300-400_processed.json_60"
"heval3","Monika","newspaper_D-Day_processed.json","64","0","-1","0","-1","0","0","-1","0","-1","0","-1","0","-1","NONE","NONE",,"newspaper_D-Day_processed.json_64"
"heval3","Monika","articles_newspapers_processed.json","67","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Text is about Hungary and mentions german party collaps once","articles_newspapers_processed.json_67"
"heval3","Monika","newspaper_D-Day_processed.json","69","0","-1","0","-1","0","NONE","-1","NONE","0","NONE","0","NONE","NONE","0","NONE",,"newspaper_D-Day_processed.json_69"
"heval3","Monika","newspaper_ampel-aus_0-200_processed.json","128","0","-1","-1","-1","-1","-1","-1","-1","1","0","1","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_128"
"heval3","Monika","newspaper_ampel-aus_0-200_processed.json","174","0","-1","1","-1","0","0","-1","0","0","0","0","0","0","0","0","text was about the reaction of hessen and Reinland Pfalz reaktion to coalition breakdown, did mention party candidates muntch","newspaper_ampel-aus_0-200_processed.json_174"
"heval3","Tim","newspaper_D-Day_processed.json","86","1","-1","0","-1","0","NONE","0","NONE","-1","NONE","-1","NONE","NONE","0","NONE",,"newspaper_D-Day_processed.json_86"
"heval3","Tim","newspaper_D-Day_processed.json","153","1","NONE","-1","-1","0","-1","0","0","NONE","0","-1","0","0","NONE","NONE",,"newspaper_D-Day_processed.json_153"
"heval3","Tim","articles_newspapers_processed.json","42","1","0","NONE","-1","NONE","0","NONE","NONE","0","NONE","-1","NONE","NONE","NONE","NONE",,"articles_newspapers_processed.json_42"
"heval3","Tim","newspaper_D-Day_processed.json","132","1","-1","-1","-1","NONE","-1","-1","NONE","0","0","-1","NONE","-1","-1","NONE","Satireartikel","newspaper_D-Day_processed.json_132"
"heval3","Tim","newspaper_ampel-aus_300-400_processed.json","39","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Artikel thematisiert etwas anderes","newspaper_ampel-aus_300-400_processed.json_39"
